货架编号,货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,消耗占比,距离(x+z),物理距离(mm),库位编号
06,6,47,12,深位,B6T0000000235,E4,0.0301,59,22250.0,06_47_12_02
07,7,47,12,浅位,B6T0000000235,E4,0.0301,59,22250.0,07_47_12_01
07,7,47,12,深位,B6T0000000235,E4,0.0301,59,22250.0,07_47_12_02
08,8,47,12,浅位,B6T0000000235,E4,0.0301,59,22250.0,08_47_12_01
08,8,47,12,深位,B6T0000000235,E4,0.0301,59,22250.0,08_47_12_02
09,9,47,12,浅位,B6T0000000235,E4,0.0301,59,22250.0,09_47_12_01
09,9,47,12,深位,B6T0000000235,E4,0.0301,59,22250.0,09_47_12_02
10,10,47,12,浅位,B6T0000000235,E4,0.0301,59,22250.0,10_47_12_01
10,10,47,12,深位,B6T0000000235,E4,0.0301,59,22250.0,10_47_12_02
11,11,47,12,浅位,B6T0000000091,E4,0.0293,59,22250.0,11_47_12_01
11,11,47,12,深位,B6T0000000091,E4,0.0293,59,22250.0,11_47_12_02
12,12,47,12,浅位,B6T0000000091,E4,0.0293,59,22250.0,12_47_12_01
12,12,47,12,深位,B6T0000000091,E4,0.0293,59,22250.0,12_47_12_02
13,13,47,12,浅位,B6T0000000091,E4,0.0293,59,22250.0,13_47_12_01
13,13,47,12,深位,B6T0000000091,E4,0.0293,59,22250.0,13_47_12_02
14,14,47,12,浅位,B6T0000000091,E4,0.0293,59,22250.0,14_47_12_01
14,14,47,12,深位,B6T0000000091,E4,0.0293,59,22250.0,14_47_12_02
01,1,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,01_02_55_01
01,1,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,01_02_55_02
02,2,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,02_02_55_01
02,2,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,02_02_55_02
03,3,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,03_02_55_01
03,3,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,03_02_55_02
04,4,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,04_02_55_01
04,4,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,04_02_55_02
05,5,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,05_02_55_01
05,5,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,05_02_55_02
06,6,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,06_02_55_01
06,6,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,06_02_55_02
07,7,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,07_02_55_01
07,7,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,07_02_55_02
08,8,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,08_02_55_01
08,8,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,08_02_55_02
09,9,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,09_02_55_01
09,9,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,09_02_55_02
10,10,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,10_02_55_01
10,10,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,10_02_55_02
11,11,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,11_02_55_01
11,11,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,11_02_55_02
12,12,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,12_02_55_01
12,12,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,12_02_55_02
13,13,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,13_02_55_01
13,13,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,13_02_55_02
14,14,2,55,浅位,B6T0000001711,E1,0.0109,57,22300.0,14_02_55_01
14,14,2,55,深位,B6T0000001711,E1,0.0109,57,22300.0,14_02_55_02
01,1,4,54,浅位,B6T0000001711,E1,0.0109,58,22300.0,01_04_54_01
01,1,4,54,深位,B6T0000001711,E1,0.0109,58,22300.0,01_04_54_02
02,2,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,02_04_54_01
02,2,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,02_04_54_02
03,3,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,03_04_54_01
03,3,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,03_04_54_02
04,4,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,04_04_54_01
04,4,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,04_04_54_02
05,5,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,05_04_54_01
05,5,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,05_04_54_02
06,6,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,06_04_54_01
06,6,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,06_04_54_02
07,7,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,07_04_54_01
07,7,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,07_04_54_02
08,8,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,08_04_54_01
08,8,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,08_04_54_02
09,9,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,09_04_54_01
09,9,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,09_04_54_02
10,10,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,10_04_54_01
10,10,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,10_04_54_02
11,11,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,11_04_54_01
11,11,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,11_04_54_02
12,12,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,12_04_54_01
12,12,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,12_04_54_02
13,13,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,13_04_54_01
13,13,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,13_04_54_02
14,14,4,54,浅位,B6T0000001621,E1,0.0109,58,22300.0,14_04_54_01
14,14,4,54,深位,B6T0000001621,E1,0.0109,58,22300.0,14_04_54_02
01,1,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,01_06_53_01
01,1,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,01_06_53_02
02,2,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,02_06_53_01
02,2,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,02_06_53_02
03,3,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,03_06_53_01
03,3,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,03_06_53_02
04,4,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,04_06_53_01
04,4,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,04_06_53_02
05,5,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,05_06_53_01
05,5,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,05_06_53_02
06,6,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,06_06_53_01
06,6,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,06_06_53_02
07,7,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,07_06_53_01
07,7,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,07_06_53_02
08,8,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,08_06_53_01
08,8,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,08_06_53_02
09,9,6,53,浅位,B6T0000001716,E1,0.0109,59,22300.0,09_06_53_01
09,9,6,53,深位,B6T0000001716,E1,0.0109,59,22300.0,09_06_53_02
10,10,6,53,浅位,B6T0000001413,E1,0.0109,59,22300.0,10_06_53_01
10,10,6,53,深位,B6T0000001413,E1,0.0109,59,22300.0,10_06_53_02
11,11,6,53,浅位,B6T0000001413,E1,0.0109,59,22300.0,11_06_53_01
11,11,6,53,深位,B6T0000001413,E1,0.0109,59,22300.0,11_06_53_02
12,12,6,53,浅位,B6T0000001413,E1,0.0109,59,22300.0,12_06_53_01
12,12,6,53,深位,B6T0000001413,E1,0.0109,59,22300.0,12_06_53_02
13,13,6,53,浅位,B6T0000001413,E1,0.0109,59,22300.0,13_06_53_01
13,13,6,53,深位,B6T0000001413,E1,0.0109,59,22300.0,13_06_53_02
14,14,6,53,浅位,B6T0000001413,E1,0.0109,59,22300.0,14_06_53_01
14,14,6,53,深位,B6T0000001413,E1,0.0109,59,22300.0,14_06_53_02
01,1,8,52,浅位,B6T0000001413,E1,0.0109,60,22300.0,01_08_52_01
01,1,8,52,深位,B6T0000001413,E1,0.0109,60,22300.0,01_08_52_02
02,2,8,52,浅位,B6T0000001413,E1,0.0109,60,22300.0,02_08_52_01
02,2,8,52,深位,B6T0000001413,E1,0.0109,60,22300.0,02_08_52_02
03,3,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,03_08_52_01
03,3,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,03_08_52_02
04,4,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,04_08_52_01
04,4,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,04_08_52_02
05,5,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,05_08_52_01
05,5,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,05_08_52_02
06,6,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,06_08_52_01
06,6,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,06_08_52_02
07,7,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,07_08_52_01
07,7,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,07_08_52_02
08,8,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,08_08_52_01
08,8,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,08_08_52_02
09,9,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,09_08_52_01
09,9,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,09_08_52_02
10,10,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,10_08_52_01
10,10,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,10_08_52_02
11,11,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,11_08_52_01
11,11,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,11_08_52_02
12,12,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,12_08_52_01
12,12,8,52,深位,B6T0000001940,E1,0.0109,60,22300.0,12_08_52_02
13,13,8,52,浅位,B6T0000001940,E1,0.0109,60,22300.0,13_08_52_01
14,14,8,52,浅位,B6T0000001725,E1,0.0109,60,22300.0,14_08_52_01
14,14,8,52,深位,B6T0000001725,E1,0.0109,60,22300.0,14_08_52_02
01,1,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,01_44_16_01
01,1,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,01_44_16_02
02,2,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,02_44_16_01
02,2,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,02_44_16_02
03,3,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,03_44_16_01
03,3,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,03_44_16_02
04,4,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,04_44_16_01
04,4,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,04_44_16_02
05,5,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,05_44_16_01
05,5,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,05_44_16_02
06,6,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,06_44_16_01
06,6,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,06_44_16_02
07,7,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,07_44_16_01
07,7,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,07_44_16_02
08,8,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,08_44_16_01
08,8,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,08_44_16_02
09,9,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,09_44_16_01
09,9,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,09_44_16_02
10,10,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,10_44_16_01
10,10,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,10_44_16_02
11,11,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,11_44_16_01
11,11,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,11_44_16_02
12,12,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,12_44_16_01
12,12,44,16,深位,B6T0000000091,E4,0.0293,60,22350.0,12_44_16_02
13,13,44,16,浅位,B6T0000000091,E4,0.0293,60,22350.0,13_44_16_01
14,14,44,16,浅位,B6T0000000214,E4,0.0292,60,22350.0,14_44_16_01
14,14,44,16,深位,B6T0000000214,E4,0.0292,60,22350.0,14_44_16_02
01,1,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,01_48_11_01
01,1,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,01_48_11_02
02,2,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,02_48_11_01
02,2,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,02_48_11_02
03,3,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,03_48_11_01
03,3,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,03_48_11_02
04,4,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,04_48_11_01
04,4,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,04_48_11_02
05,5,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,05_48_11_01
05,5,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,05_48_11_02
06,6,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,06_48_11_01
06,6,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,06_48_11_02
07,7,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,07_48_11_01
07,7,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,07_48_11_02
08,8,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,08_48_11_01
08,8,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,08_48_11_02
09,9,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,09_48_11_01
09,9,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,09_48_11_02
10,10,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,10_48_11_01
10,10,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,10_48_11_02
11,11,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,11_48_11_01
11,11,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,11_48_11_02
12,12,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,12_48_11_01
12,12,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,12_48_11_02
13,13,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,13_48_11_01
13,13,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,13_48_11_02
14,14,48,11,浅位,B6T0000000214,E4,0.0292,59,22350.0,14_48_11_01
14,14,48,11,深位,B6T0000000214,E4,0.0292,59,22350.0,14_48_11_02
01,1,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,01_45_15_01
01,1,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,01_45_15_02
02,2,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,02_45_15_01
02,2,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,02_45_15_02
03,3,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,03_45_15_01
03,3,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,03_45_15_02
04,4,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,04_45_15_01
04,4,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,04_45_15_02
05,5,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,05_45_15_01
05,5,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,05_45_15_02
06,6,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,06_45_15_01
06,6,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,06_45_15_02
07,7,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,07_45_15_01
07,7,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,07_45_15_02
08,8,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,08_45_15_01
08,8,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,08_45_15_02
09,9,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,09_45_15_01
09,9,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,09_45_15_02
10,10,45,15,浅位,B6T0000000214,E4,0.0292,60,22450.0,10_45_15_01
10,10,45,15,深位,B6T0000000214,E4,0.0292,60,22450.0,10_45_15_02
11,11,45,15,浅位,B6T0000000009,E4,0.0289,60,22450.0,11_45_15_01
11,11,45,15,深位,B6T0000000009,E4,0.0289,60,22450.0,11_45_15_02
12,12,45,15,浅位,B6T0000000009,E4,0.0289,60,22450.0,12_45_15_01
12,12,45,15,深位,B6T0000000009,E4,0.0289,60,22450.0,12_45_15_02
13,13,45,15,浅位,B6T0000000009,E4,0.0289,60,22450.0,13_45_15_01
13,13,45,15,深位,B6T0000000009,E4,0.0289,60,22450.0,13_45_15_02
14,14,45,15,浅位,B6T0000000009,E4,0.0289,60,22450.0,14_45_15_01
14,14,45,15,深位,B6T0000000009,E4,0.0289,60,22450.0,14_45_15_02
01,1,49,10,浅位,B6T0000000009,E4,0.0289,59,22450.0,01_49_10_01
01,1,49,10,深位,B6T0000000009,E4,0.0289,59,22450.0,01_49_10_02
02,2,49,10,浅位,B6T0000000009,E4,0.0289,59,22450.0,02_49_10_01
02,2,49,10,深位,B6T0000000009,E4,0.0289,59,22450.0,02_49_10_02
03,3,49,10,浅位,B6T0000000009,E4,0.0289,59,22450.0,03_49_10_01
03,3,49,10,深位,B6T0000000009,E4,0.0289,59,22450.0,03_49_10_02
04,4,49,10,浅位,B6T0000000009,E4,0.0289,59,22450.0,04_49_10_01
04,4,49,10,深位,B6T0000000009,E4,0.0289,59,22450.0,04_49_10_02
05,5,49,10,浅位,B6T0000000009,E4,0.0289,59,22450.0,05_49_10_01
05,5,49,10,深位,B6T0000000009,E4,0.0289,59,22450.0,05_49_10_02
06,6,49,10,浅位,B6T0000000009,E4,0.0289,59,22450.0,06_49_10_01
06,6,49,10,深位,B6T0000000009,E4,0.0289,59,22450.0,06_49_10_02
07,7,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,07_49_10_01
07,7,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,07_49_10_02
08,8,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,08_49_10_01
08,8,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,08_49_10_02
09,9,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,09_49_10_01
09,9,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,09_49_10_02
10,10,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,10_49_10_01
10,10,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,10_49_10_02
11,11,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,11_49_10_01
11,11,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,11_49_10_02
12,12,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,12_49_10_01
12,12,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,12_49_10_02
13,13,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,13_49_10_01
13,13,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,13_49_10_02
14,14,49,10,浅位,B6T0000000074,E4,0.0288,59,22450.0,14_49_10_01
14,14,49,10,深位,B6T0000000074,E4,0.0288,59,22450.0,14_49_10_02
01,1,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,01_01_56_01
01,1,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,01_01_56_02
02,2,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,02_01_56_01
02,2,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,02_01_56_02
03,3,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,03_01_56_01
03,3,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,03_01_56_02
04,4,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,04_01_56_01
04,4,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,04_01_56_02
05,5,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,05_01_56_01
05,5,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,05_01_56_02
06,6,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,06_01_56_01
06,6,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,06_01_56_02
07,7,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,07_01_56_01
07,7,1,56,深位,B6T0000001725,E1,0.0109,57,22500.0,07_01_56_02
08,8,1,56,浅位,B6T0000001725,E1,0.0109,57,22500.0,08_01_56_01
09,9,1,56,浅位,B6T0000001998,E1,0.0109,57,22500.0,09_01_56_01
09,9,1,56,深位,B6T0000001998,E1,0.0109,57,22500.0,09_01_56_02
10,10,1,56,浅位,B6T0000001998,E1,0.0109,57,22500.0,10_01_56_01
10,10,1,56,深位,B6T0000001998,E1,0.0109,57,22500.0,10_01_56_02
11,11,1,56,浅位,B6T0000001998,E1,0.0109,57,22500.0,11_01_56_01
11,11,1,56,深位,B6T0000001998,E1,0.0109,57,22500.0,11_01_56_02
12,12,1,56,浅位,B6T0000001998,E1,0.0109,57,22500.0,12_01_56_01
12,12,1,56,深位,B6T0000001998,E1,0.0109,57,22500.0,12_01_56_02
13,13,1,56,浅位,B6T0000001998,E1,0.0109,57,22500.0,13_01_56_01
13,13,1,56,深位,B6T0000001998,E1,0.0109,57,22500.0,13_01_56_02
14,14,1,56,浅位,B6T0000001998,E1,0.0109,57,22500.0,14_01_56_01
01,1,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,01_03_55_01
01,1,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,01_03_55_02
02,2,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,02_03_55_01
02,2,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,02_03_55_02
03,3,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,03_03_55_01
03,3,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,03_03_55_02
04,4,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,04_03_55_01
04,4,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,04_03_55_02
05,5,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,05_03_55_01
05,5,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,05_03_55_02
06,6,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,06_03_55_01
06,6,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,06_03_55_02
07,7,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,07_03_55_01
07,7,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,07_03_55_02
08,8,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,08_03_55_01
08,8,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,08_03_55_02
09,9,3,55,浅位,B6T0000001520,E1,0.0109,58,22500.0,09_03_55_01
09,9,3,55,深位,B6T0000001520,E1,0.0109,58,22500.0,09_03_55_02
10,10,3,55,浅位,B6T0000001465,E1,0.0108,58,22500.0,10_03_55_01
10,10,3,55,深位,B6T0000001465,E1,0.0108,58,22500.0,10_03_55_02
11,11,3,55,浅位,B6T0000001465,E1,0.0108,58,22500.0,11_03_55_01
11,11,3,55,深位,B6T0000001465,E1,0.0108,58,22500.0,11_03_55_02
12,12,3,55,浅位,B6T0000001465,E1,0.0108,58,22500.0,12_03_55_01
12,12,3,55,深位,B6T0000001465,E1,0.0108,58,22500.0,12_03_55_02
13,13,3,55,浅位,B6T0000001465,E1,0.0108,58,22500.0,13_03_55_01
13,13,3,55,深位,B6T0000001465,E1,0.0108,58,22500.0,13_03_55_02
14,14,3,55,浅位,B6T0000001465,E1,0.0108,58,22500.0,14_03_55_01
14,14,3,55,深位,B6T0000001465,E1,0.0108,58,22500.0,14_03_55_02
01,1,5,54,浅位,B6T0000001465,E1,0.0108,59,22500.0,01_05_54_01
02,2,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,02_05_54_01
02,2,5,54,深位,B6T0000001349,E1,0.0107,59,22500.0,02_05_54_02
03,3,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,03_05_54_01
03,3,5,54,深位,B6T0000001349,E1,0.0107,59,22500.0,03_05_54_02
04,4,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,04_05_54_01
04,4,5,54,深位,B6T0000001349,E1,0.0107,59,22500.0,04_05_54_02
05,5,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,05_05_54_01
05,5,5,54,深位,B6T0000001349,E1,0.0107,59,22500.0,05_05_54_02
06,6,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,06_05_54_01
06,6,5,54,深位,B6T0000001349,E1,0.0107,59,22500.0,06_05_54_02
07,7,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,07_05_54_01
07,7,5,54,深位,B6T0000001349,E1,0.0107,59,22500.0,07_05_54_02
08,8,5,54,浅位,B6T0000001349,E1,0.0107,59,22500.0,08_05_54_01
09,9,5,54,浅位,B6T0000001548,E1,0.0107,59,22500.0,09_05_54_01
09,9,5,54,深位,B6T0000001548,E1,0.0107,59,22500.0,09_05_54_02
10,10,5,54,浅位,B6T0000001548,E1,0.0107,59,22500.0,10_05_54_01
10,10,5,54,深位,B6T0000001548,E1,0.0107,59,22500.0,10_05_54_02
11,11,5,54,浅位,B6T0000001548,E1,0.0107,59,22500.0,11_05_54_01
11,11,5,54,深位,B6T0000001548,E1,0.0107,59,22500.0,11_05_54_02
12,12,5,54,浅位,B6T0000001548,E1,0.0107,59,22500.0,12_05_54_01
12,12,5,54,深位,B6T0000001548,E1,0.0107,59,22500.0,12_05_54_02
13,13,5,54,浅位,B6T0000001548,E1,0.0107,59,22500.0,13_05_54_01
13,13,5,54,深位,B6T0000001548,E1,0.0107,59,22500.0,13_05_54_02
14,14,5,54,浅位,B6T0000001548,E1,0.0107,59,22500.0,14_05_54_01
01,1,7,53,浅位,B6T0000001794,E1,0.0107,60,22500.0,01_07_53_01
01,1,7,53,深位,B6T0000001794,E1,0.0107,60,22500.0,01_07_53_02
02,2,7,53,浅位,B6T0000001794,E1,0.0107,60,22500.0,02_07_53_01
02,2,7,53,深位,B6T0000001794,E1,0.0107,60,22500.0,02_07_53_02
03,3,7,53,浅位,B6T0000001794,E1,0.0107,60,22500.0,03_07_53_01
03,3,7,53,深位,B6T0000001794,E1,0.0107,60,22500.0,03_07_53_02
04,4,7,53,浅位,B6T0000001794,E1,0.0107,60,22500.0,04_07_53_01
04,4,7,53,深位,B6T0000001794,E1,0.0107,60,22500.0,04_07_53_02
05,5,7,53,浅位,B6T0000001794,E1,0.0107,60,22500.0,05_07_53_01
