订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s),策略
2672,B6T0000000584,287760.0,0.0239,9,33,12,6,132.00000000000003,270.00000000000006,288494.0,288632.0,872.0,Priority
2673,B6T0000000584,287760.0,0.0239,9,33,12,6,132.00000000000003,270.00000000000006,288764.0,288902.0,1142.0,Priority
460,B6T0000001382,295740.0,0.1892,4,2,11,6,11.0,28.0,295751.0,295768.0,28.0,Priority
468,B6T0000001382,295740.0,0.1892,4,2,11,6,11.0,28.0,295779.0,295796.0,56.0,Priority
465,B6T0000001382,295740.0,0.1892,4,2,12,6,11.0,28.0,295807.0,295824.0,84.0,Priority
459,B6T0000001382,295740.0,0.1892,4,2,12,6,11.0,28.0,295835.0,295852.0,112.0,Priority
1806,B6T0000001372,296820.0,0.0516,7,7,11,6,27.0,60.0,296847.0,296880.0,60.0,Priority
1807,B6T0000001372,296820.0,0.0516,7,7,11,6,27.0,60.0,296907.0,296940.0,120.0,Priority
1808,B6T0000001372,296820.0,0.0516,7,7,12,6,27.0,60.0,296967.0,297000.0,180.0,Priority
1809,B6T0000001372,296820.0,0.0516,7,7,12,6,27.0,60.0,297027.0,297060.0,240.0,Priority
3256,B6T0000000023,301020.0,0.0151,23,49,12,6,230.50000000000009,467.00000000000017,301250.5,301487.0,467.0,Priority
3257,B6T0000000023,301020.0,0.0151,23,49,12,6,230.50000000000009,467.00000000000017,301717.5,301954.0,934.0,Priority
1218,B6T0000000577,301800.0,0.0912,1,23,11,6,76.00000000000001,158.00000000000003,302030.0,302112.0,312.0,Priority
341,B6T0000000139,301980.0,0.2024,1,45,11,6,166.50000000000009,339.00000000000017,302278.5,302451.0,471.0,Priority
331,B6T0000000139,301980.0,0.2024,1,45,11,6,166.50000000000009,339.00000000000017,302617.5,302790.0,810.0,Priority
346,B6T0000000139,301980.0,0.2024,1,45,12,6,166.50000000000009,339.00000000000017,302956.5,303129.0,1149.0,Priority
1529,B6T0000000228,301560.0,0.0662,10,43,11,6,174.50000000000009,355.00000000000017,303303.5,303484.0,1924.0,Priority
1528,B6T0000000228,301560.0,0.0662,10,43,11,6,174.50000000000009,355.00000000000017,303658.5,303839.0,2279.0,Priority
1524,B6T0000000228,301560.0,0.0662,10,43,12,6,174.50000000000009,355.00000000000017,304013.5,304194.0,2634.0,Priority
1520,B6T0000000228,301560.0,0.0662,10,43,12,6,174.50000000000009,355.00000000000017,304368.5,304549.0,2989.0,Priority
3441,B6T0000001574,303540.0,0.0127,46,2,12,6,95.0,196.0,304644.0,304745.0,1205.0,Priority
3440,B6T0000001574,303540.0,0.0127,46,2,12,6,95.0,196.0,304840.0,304941.0,1401.0,Priority
804,B6T0000000540,305220.0,0.1348,2,18,12,6,58.0,122.0,305278.0,305342.0,122.0,Priority
1642,B6T0000001117,308580.0,0.0595,16,13,11,6,66.0,138.0,308646.0,308718.0,138.0,Priority
1641,B6T0000001117,308580.0,0.0595,16,13,11,6,66.0,138.0,308784.0,308856.0,276.0,Priority
1640,B6T0000001117,308580.0,0.0595,16,13,12,6,66.0,138.0,308922.0,308994.0,414.0,Priority
1635,B6T0000001117,308580.0,0.0595,16,13,12,6,66.0,138.0,309060.0,309132.0,552.0,Priority
303,B6T0000001196,309060.0,0.2132,5,13,11,6,44.0,94.0,309176.0,309226.0,166.0,Priority
299,B6T0000001196,309060.0,0.2132,5,13,11,6,44.0,94.0,309270.0,309320.0,260.0,Priority
298,B6T0000001196,309060.0,0.2132,5,13,12,6,44.0,94.0,309364.0,309414.0,354.0,Priority
297,B6T0000001196,309060.0,0.2132,5,13,12,6,44.0,94.0,309458.0,309508.0,448.0,Priority
497,B6T0000001101,309720.0,0.1876,7,12,11,6,44.0,94.0,309764.0,309814.0,94.0,Priority
498,B6T0000001101,309720.0,0.1876,7,12,11,6,44.0,94.0,309858.0,309908.0,188.0,Priority
499,B6T0000001101,309720.0,0.1876,7,12,12,6,44.0,94.0,309952.0,310002.0,282.0,Priority
500,B6T0000001101,309720.0,0.1876,7,12,12,6,44.0,94.0,310046.0,310096.0,376.0,Priority
220,B6T0000000581,311400.0,0.27,9,9,11,6,36.0,78.0,311436.0,311478.0,78.0,Priority
226,B6T0000000581,311400.0,0.27,9,9,11,6,36.0,78.0,311514.0,311556.0,156.0,Priority
227,B6T0000000581,311400.0,0.27,9,9,12,6,36.0,78.0,311592.0,311634.0,234.0,Priority
253,B6T0000000581,311400.0,0.27,9,9,12,6,36.0,78.0,311670.0,311712.0,312.0,Priority
836,B6T0000001220,312720.0,0.1275,12,9,11,6,42.0,90.0,312762.0,312810.0,90.0,Priority
837,B6T0000001220,312720.0,0.1275,12,9,11,6,42.0,90.0,312852.0,312900.0,180.0,Priority
838,B6T0000001220,312720.0,0.1275,12,9,12,6,42.0,90.0,312942.0,312990.0,270.0,Priority
839,B6T0000001220,312720.0,0.1275,12,9,12,6,42.0,90.0,313032.0,313080.0,360.0,Priority
1792,B6T0000001685,313680.0,0.0539,8,5,11,6,25.0,56.0,313705.0,313736.0,56.0,Priority
1791,B6T0000001685,313680.0,0.0539,8,5,11,6,25.0,56.0,313761.0,313792.0,112.0,Priority
1790,B6T0000001685,313680.0,0.0539,8,5,12,6,25.0,56.0,313817.0,313848.0,168.0,Priority
1794,B6T0000001685,313680.0,0.0539,8,5,12,6,25.0,56.0,313873.0,313904.0,224.0,Priority
3564,B6T0000000938,314040.0,0.0115,47,19,11,6,152.0,310.0,314192.0,314350.0,310.0,Priority
3565,B6T0000000938,314040.0,0.0115,47,19,11,6,152.0,310.0,314502.0,314660.0,620.0,Priority
2990,B6T0000000096,345000.0,0.0192,20,47,11,6,214.50000000000009,435.00000000000017,345214.5,345435.0,435.0,Priority
2989,B6T0000000096,345000.0,0.0192,20,47,11,6,214.50000000000009,435.00000000000017,345649.5,345870.0,870.0,Priority
2383,B6T0000001895,345720.0,0.0311,15,5,11,6,39.0,84.0,345909.0,345954.0,234.0,Priority
2384,B6T0000001895,345720.0,0.0311,15,5,11,6,39.0,84.0,345993.0,346038.0,318.0,Priority
988,B6T0000001844,345960.0,0.1128,2,8,11,6,19.0,44.0,346057.0,346082.0,122.0,Priority
989,B6T0000001844,345960.0,0.1128,2,8,11,6,19.0,44.0,346101.0,346126.0,166.0,Priority
974,B6T0000001844,345960.0,0.1128,2,8,12,6,19.0,44.0,346145.0,346170.0,210.0,Priority
973,B6T0000001844,345960.0,0.1128,2,8,12,6,19.0,44.0,346189.0,346214.0,254.0,Priority
2206,B6T0000001098,345960.0,0.0365,1,34,11,6,120.00000000000004,246.00000000000009,346334.0,346460.0,500.0,Priority
522,B6T0000001197,346440.0,0.1865,5,14,11,6,47.99999999999999,102.0,346508.0,346562.0,122.0,Priority
526,B6T0000001197,346440.0,0.1865,5,14,11,6,47.99999999999999,102.0,346610.0,346664.0,224.0,Priority
525,B6T0000001197,346440.0,0.1865,5,14,12,6,47.99999999999999,102.0,346712.0,346766.0,326.0,Priority
2207,B6T0000001098,345960.0,0.0365,1,34,11,6,120.00000000000004,246.00000000000009,346886.0,347012.0,1052.0,Priority
1776,B6T0000001573,346920.0,0.0542,9,3,11,6,23.0,52.0,347035.0,347064.0,144.0,Priority
1775,B6T0000001573,346920.0,0.0542,9,3,11,6,23.0,52.0,347087.0,347116.0,196.0,Priority
1772,B6T0000001573,346920.0,0.0542,9,3,12,6,23.0,52.0,347139.0,347168.0,248.0,Priority
1773,B6T0000001573,346920.0,0.0542,9,3,12,6,23.0,52.0,347191.0,347220.0,300.0,Priority
2208,B6T0000001098,345960.0,0.0365,1,34,12,6,120.00000000000004,246.00000000000009,347340.0,347466.0,1506.0,Priority
2209,B6T0000001098,345960.0,0.0365,1,34,12,6,120.00000000000004,246.00000000000009,347586.0,347712.0,1752.0,Priority
2382,B6T0000001895,345720.0,0.0311,15,5,12,6,39.0,84.0,347751.0,347796.0,2076.0,Priority
2467,B6T0000001299,346440.0,0.0287,11,28,11,6,116.0,238.00000000000003,347912.0,348034.0,1594.0,Priority
2792,B6T0000001688,347820.0,0.0225,22,8,11,6,59.0,124.0,348093.0,348158.0,338.0,Priority
2794,B6T0000001688,347820.0,0.0225,22,8,11,6,59.0,124.0,348217.0,348282.0,462.0,Priority
954,B6T0000000445,348180.0,0.1202,10,12,11,6,50.0,106.0,348332.0,348388.0,208.0,Priority
950,B6T0000000445,348180.0,0.1202,10,12,11,6,50.0,106.0,348438.0,348494.0,314.0,Priority
949,B6T0000000445,348180.0,0.1202,10,12,12,6,50.0,106.0,348544.0,348600.0,420.0,Priority
951,B6T0000000445,348180.0,0.1202,10,12,12,6,50.0,106.0,348650.0,348706.0,526.0,Priority
2905,B6T0000001330,348360.0,0.0203,27,4,11,6,61.0,128.0,348767.0,348834.0,474.0,Priority
2907,B6T0000001330,348360.0,0.0203,27,4,11,6,61.0,128.0,348895.0,348962.0,602.0,Priority
2906,B6T0000001330,348360.0,0.0203,27,4,12,6,61.0,128.0,349023.0,349090.0,730.0,Priority
2991,B6T0000000096,345000.0,0.0192,20,47,12,6,214.50000000000009,435.00000000000017,349304.5,349525.0,4525.0,Priority
3395,B6T0000000141,345540.0,0.0132,36,43,12,6,226.50000000000009,459.00000000000017,349751.5,349984.0,4444.0,Priority
3394,B6T0000000141,345540.0,0.0132,36,43,12,6,226.50000000000009,459.00000000000017,350210.5,350443.0,4903.0,Priority
3422,B6T0000000173,345720.0,0.0128,30,49,12,6,244.50000000000009,495.00000000000017,350687.5,350938.0,5218.0,Priority
3423,B6T0000000173,345720.0,0.0128,30,49,12,6,244.50000000000009,495.00000000000017,351182.5,351433.0,5713.0,Priority
3599,B6T0000000283,346200.0,0.0112,41,45,11,6,246.50000000000009,499.00000000000017,351679.5,351932.0,5732.0,Priority
3598,B6T0000000283,346200.0,0.0112,41,45,11,6,246.50000000000009,499.00000000000017,352178.5,352431.0,6231.0,Priority
2707,B6T0000001643,352980.0,0.0234,22,5,11,6,53.0,112.0,353033.0,353092.0,112.0,Priority
2706,B6T0000001643,352980.0,0.0234,22,5,11,6,53.0,112.0,353145.0,353204.0,224.0,Priority
2705,B6T0000001643,352980.0,0.0234,22,5,12,6,53.0,112.0,353257.0,353316.0,336.0,Priority
2704,B6T0000001643,352980.0,0.0234,22,5,12,6,53.0,112.0,353369.0,353428.0,448.0,Priority
2414,B6T0000001594,361020.0,0.0303,17,3,12,6,39.0,84.0,361059.0,361104.0,84.0,Priority
2413,B6T0000001594,361020.0,0.0303,17,3,12,6,39.0,84.0,361143.0,361188.0,168.0,Priority
3736,B6T0000001743,366180.0,0.0104,58,2,11,6,119.0,244.00000000000003,366299.0,366424.0,244.0,Priority
3737,B6T0000001743,366180.0,0.0104,58,2,11,6,119.0,244.00000000000003,366543.0,366668.0,488.0,Priority
1653,B6T0000000735,373800.0,0.0594,14,15,11,6,70.0,146.0,373870.0,373946.0,146.0,Priority
1645,B6T0000000735,373800.0,0.0594,14,15,11,6,70.0,146.0,374016.0,374092.0,292.0,Priority
1644,B6T0000000735,373800.0,0.0594,14,15,12,6,70.0,146.0,374162.0,374238.0,438.0,Priority
1652,B6T0000000735,373800.0,0.0594,14,15,12,6,70.0,146.0,374308.0,374384.0,584.0,Priority
2962,B6T0000000163,374100.0,0.0196,17,49,11,6,218.50000000000009,443.00000000000017,374602.5,374827.0,727.0,Priority
2964,B6T0000000163,374100.0,0.0196,17,49,11,6,218.50000000000009,443.00000000000017,375045.5,375270.0,1170.0,Priority
2963,B6T0000000163,374100.0,0.0196,17,49,12,6,218.50000000000009,443.00000000000017,375488.5,375713.0,1613.0,Priority
109,B6T0000000261,375420.0,0.4826,1,43,11,6,156.50000000000009,319.00000000000017,375869.5,376032.0,612.0,Priority
108,B6T0000000261,375420.0,0.4826,1,43,11,6,156.50000000000009,319.00000000000017,376188.5,376351.0,931.0,Priority
98,B6T0000000261,375420.0,0.4826,1,43,12,6,156.50000000000009,319.00000000000017,376507.5,376670.0,1250.0,Priority
103,B6T0000000261,375420.0,0.4826,1,43,12,6,156.50000000000009,319.00000000000017,376826.5,376989.0,1569.0,Priority
3070,B6T0000001373,375840.0,0.0182,31,3,11,6,67.0,140.0,377056.0,377129.0,1289.0,Priority
3355,B6T0000000236,373920.0,0.0136,30,47,11,6,234.50000000000009,475.00000000000017,377363.5,377604.0,3684.0,Priority
3354,B6T0000000236,373920.0,0.0136,30,47,11,6,234.50000000000009,475.00000000000017,377838.5,378079.0,4159.0,Priority
1981,B6T0000001870,380400.0,0.0428,11,3,11,6,27.0,60.0,380427.0,380460.0,60.0,Priority
1986,B6T0000001870,380400.0,0.0428,11,3,11,6,27.0,60.0,380487.0,380520.0,120.0,Priority
1983,B6T0000001870,380400.0,0.0428,11,3,12,6,27.0,60.0,380547.0,380580.0,180.0,Priority
1982,B6T0000001870,380400.0,0.0428,11,3,12,6,27.0,60.0,380607.0,380640.0,240.0,Priority
3396,B6T0000000629,382200.0,0.0132,23,36,11,6,172.00000000000006,350.0000000000001,382372.0,382550.0,350.0,Priority
3397,B6T0000000629,382200.0,0.0132,23,36,11,6,172.00000000000006,350.0000000000001,382722.0,382900.0,700.0,Priority
2770,B6T0000001992,382680.0,0.0227,25,2,11,6,53.0,112.0,382953.0,383012.0,332.0,Priority
2771,B6T0000001992,382680.0,0.0227,25,2,11,6,53.0,112.0,383065.0,383124.0,444.0,Priority
2993,B6T0000000548,399360.0,0.0191,23,25,11,6,128.0,262.0,399488.0,399622.0,262.0,Priority
2992,B6T0000000548,399360.0,0.0191,23,25,11,6,128.0,262.0,399750.0,399884.0,524.0,Priority
2994,B6T0000000548,399360.0,0.0191,23,25,12,6,128.0,262.0,400012.0,400146.0,786.0,Priority
2239,B6T0000001823,400020.0,0.0358,11,8,11,6,37.0,80.0,400183.0,400226.0,206.0,Priority
2238,B6T0000001823,400020.0,0.0358,11,8,11,6,37.0,80.0,400263.0,400306.0,286.0,Priority
2241,B6T0000001823,400020.0,0.0358,11,8,12,6,37.0,80.0,400343.0,400386.0,366.0,Priority
2240,B6T0000001823,400020.0,0.0358,11,8,12,6,37.0,80.0,400423.0,400466.0,446.0,Priority
2176,B6T0000000571,400440.0,0.0371,2,33,11,6,118.00000000000004,242.00000000000009,400584.0,400708.0,268.0,Priority
3417,B6T0000001046,400020.0,0.0129,50,11,11,6,126.0,258.0,400834.0,400966.0,946.0,Priority
3416,B6T0000001046,400020.0,0.0129,50,11,11,6,126.0,258.0,401092.0,401224.0,1204.0,Priority
3292,B6T0000001346,431400.0,0.0147,40,2,11,6,83.0,172.0,431483.0,431572.0,172.0,Priority
3293,B6T0000001346,431400.0,0.0147,40,2,11,6,83.0,172.0,431655.0,431744.0,344.0,Priority
866,B6T0000000001,431940.0,0.1272,1,47,11,6,176.50000000000009,359.00000000000017,432116.5,432299.0,359.0,Priority
867,B6T0000000001,431940.0,0.1272,1,47,11,6,176.50000000000009,359.00000000000017,432475.5,432658.0,718.0,Priority
868,B6T0000000001,431940.0,0.1272,1,47,12,6,176.50000000000009,359.00000000000017,432834.5,433017.0,1077.0,Priority
31,B6T0000001104,432660.0,0.8431,4,9,11,6,26.0,57.99999999999999,433043.0,433075.0,415.0,Priority
30,B6T0000001104,432660.0,0.8431,4,9,11,6,26.0,57.99999999999999,433101.0,433133.0,473.0,Priority
32,B6T0000001104,432660.0,0.8431,4,9,12,6,26.0,57.99999999999999,433159.0,433191.0,531.0,Priority
870,B6T0000000001,431940.0,0.1272,1,47,12,6,176.50000000000009,359.00000000000017,433367.5,433550.0,1610.0,Priority
1663,B6T0000000614,432780.0,0.058,6,23,11,6,86.00000000000001,178.00000000000003,433636.0,433728.0,948.0,Priority
900,B6T0000000411,433620.0,0.1258,6,15,11,6,53.99999999999999,114.0,433782.0,433842.0,222.0,Priority
899,B6T0000000411,433620.0,0.1258,6,15,11,6,53.99999999999999,114.0,433896.0,433956.0,336.0,Priority
1662,B6T0000000614,432780.0,0.058,6,23,11,6,86.00000000000001,178.00000000000003,434042.0,434134.0,1354.0,Priority
17,B6T0000001209,434040.0,1.3573,1,10,11,6,24.0,54.0,434158.0,434188.0,148.0,Priority
13,B6T0000001209,434040.0,1.3573,1,10,11,6,24.0,54.0,434212.0,434242.0,202.0,Priority
16,B6T0000001209,434040.0,1.3573,1,10,12,6,24.0,54.0,434266.0,434296.0,256.0,Priority
28,B6T0000001209,434040.0,1.3573,1,10,12,6,24.0,54.0,434320.0,434350.0,310.0,Priority
939,B6T0000000508,434220.0,0.1252,2,19,11,6,62.00000000000001,130.0,434412.0,434480.0,260.0,Priority
938,B6T0000000508,434220.0,0.1252,2,19,11,6,62.00000000000001,130.0,434542.0,434610.0,390.0,Priority
936,B6T0000000508,434220.0,0.1252,2,19,12,6,62.00000000000001,130.0,434672.0,434740.0,520.0,Priority
940,B6T0000000508,434220.0,0.1252,2,19,12,6,62.00000000000001,130.0,434802.0,434870.0,650.0,Priority
1661,B6T0000000614,432780.0,0.058,6,23,12,6,86.00000000000001,178.00000000000003,434956.0,435048.0,2268.0,Priority
2201,B6T0000001562,434460.0,0.0366,13,4,12,6,33.0,72.0,435081.0,435120.0,660.0,Priority
2198,B6T0000001562,434460.0,0.0366,13,4,12,6,33.0,72.0,435153.0,435192.0,732.0,Priority
3279,B6T0000000826,432900.0,0.0148,13,42,11,6,176.00000000000006,358.0000000000001,435368.0,435550.0,2650.0,Priority
3278,B6T0000000826,432900.0,0.0148,13,42,11,6,176.00000000000006,358.0000000000001,435726.0,435908.0,3008.0,Priority
3347,B6T0000000696,434460.0,0.0137,38,20,12,6,138.0,282.0,436046.0,436190.0,1730.0,Priority
3346,B6T0000000696,434460.0,0.0137,38,20,12,6,138.0,282.0,436328.0,436472.0,2012.0,Priority
3291,B6T0000001192,438300.0,0.0147,32,24,11,6,142.0,290.0,438442.0,438590.0,290.0,Priority
3290,B6T0000001192,438300.0,0.0147,32,24,11,6,142.0,290.0,438732.0,438880.0,580.0,Priority
1103,B6T0000001301,443640.0,0.1026,1,22,12,6,72.00000000000001,150.00000000000003,443712.0,443790.0,150.0,Priority
1105,B6T0000001301,443640.0,0.1026,1,22,12,6,72.00000000000001,150.00000000000003,443862.0,443940.0,300.0,Priority
642,B6T0000000469,450660.0,0.1623,11,9,11,6,40.0,86.0,450700.0,450746.0,86.0,Priority
644,B6T0000000469,450660.0,0.1623,11,9,11,6,40.0,86.0,450786.0,450832.0,172.0,Priority
643,B6T0000000469,450660.0,0.1623,11,9,12,6,40.0,86.0,450872.0,450918.0,258.0,Priority
645,B6T0000000469,450660.0,0.1623,11,9,12,6,40.0,86.0,450958.0,451004.0,344.0,Priority
2340,B6T0000000388,451140.0,0.0329,12,25,12,6,106.0,218.0,451246.0,451358.0,218.0,Priority
2339,B6T0000000388,451140.0,0.0329,12,25,12,6,106.0,218.0,451464.0,451576.0,436.0,Priority
3425,B6T0000000468,454740.0,0.0128,45,16,11,6,136.0,278.0,454876.0,455018.0,278.0,Priority
3424,B6T0000000468,454740.0,0.0128,45,16,11,6,136.0,278.0,455154.0,455296.0,556.0,Priority
1850,B6T0000000219,460320.0,0.0501,5,48,11,6,189.50000000000009,385.00000000000017,460509.5,460705.0,385.0,Priority
1842,B6T0000000219,460320.0,0.0501,5,48,11,6,189.50000000000009,385.00000000000017,460894.5,461090.0,770.0,Priority
1843,B6T0000000219,460320.0,0.0501,5,48,12,6,189.50000000000009,385.00000000000017,461279.5,461475.0,1155.0,Priority
3171,B6T0000001064,462300.0,0.0163,24,28,12,6,142.00000000000003,290.00000000000006,462442.0,462590.0,290.0,Priority
3170,B6T0000001064,462300.0,0.0163,24,28,12,6,142.00000000000003,290.00000000000006,462732.0,462880.0,580.0,Priority
532,B6T0000001197,463920.0,0.1865,5,14,12,6,47.99999999999999,102.0,463968.0,464022.0,102.0,Priority
1394,B6T0000000367,464880.0,0.0738,2,24,11,6,82.00000000000001,170.00000000000003,464962.0,465050.0,170.0,Priority
1393,B6T0000000367,464880.0,0.0738,2,24,11,6,82.00000000000001,170.00000000000003,465132.0,465220.0,340.0,Priority
1392,B6T0000000367,464880.0,0.0738,2,24,12,6,82.00000000000001,170.00000000000003,465302.0,465390.0,510.0,Priority
1391,B6T0000000367,464880.0,0.0738,2,24,12,6,82.00000000000001,170.00000000000003,465472.0,465560.0,680.0,Priority
1436,B6T0000000745,470460.0,0.0703,13,14,11,6,63.99999999999999,134.0,470524.0,470594.0,134.0,Priority
1435,B6T0000000745,470460.0,0.0703,13,14,11,6,63.99999999999999,134.0,470658.0,470728.0,268.0,Priority
1431,B6T0000000745,470460.0,0.0703,13,14,12,6,63.99999999999999,134.0,470792.0,470862.0,402.0,Priority
1430,B6T0000000745,470460.0,0.0703,13,14,12,6,63.99999999999999,134.0,470926.0,470996.0,536.0,Priority
3024,B6T0000001792,471540.0,0.0188,31,1,11,6,63.0,132.0,471603.0,471672.0,132.0,Priority
1235,B6T0000001022,476880.0,0.089,11,14,11,6,59.99999999999999,126.0,476940.0,477006.0,126.0,Priority
1241,B6T0000001022,476880.0,0.089,11,14,11,6,59.99999999999999,126.0,477066.0,477132.0,252.0,Priority
1242,B6T0000001022,476880.0,0.089,11,14,12,6,59.99999999999999,126.0,477192.0,477258.0,378.0,Priority
1232,B6T0000001022,476880.0,0.089,11,14,12,6,59.99999999999999,126.0,477318.0,477384.0,504.0,Priority
3539,B6T0000001984,479520.0,0.0117,48,6,11,6,107.0,220.00000000000003,479627.0,479740.0,220.0,Priority
1753,B6T0000000007,479580.0,0.0553,2,50,11,6,193.50000000000009,393.00000000000017,479933.5,480133.0,553.0,Priority
1749,B6T0000000007,479580.0,0.0553,2,50,11,6,193.50000000000009,393.00000000000017,480326.5,480526.0,946.0,Priority
1750,B6T0000000007,479580.0,0.0553,2,50,12,6,193.50000000000009,393.00000000000017,480719.5,480919.0,1339.0,Priority
1748,B6T0000000007,479580.0,0.0553,2,50,12,6,193.50000000000009,393.00000000000017,481112.5,481312.0,1732.0,Priority
3538,B6T0000001984,479520.0,0.0117,48,6,11,6,107.0,220.00000000000003,481419.0,481532.0,2012.0,Priority
389,B6T0000000471,485760.0,0.1917,1,17,11,6,52.0,110.0,485812.0,485870.0,110.0,Priority
390,B6T0000000471,485760.0,0.1917,1,17,11,6,52.0,110.0,485922.0,485980.0,220.0,Priority
384,B6T0000000471,485760.0,0.1917,1,17,12,6,52.0,110.0,486032.0,486090.0,330.0,Priority
1887,B6T0000000716,486120.0,0.0455,10,22,12,6,90.00000000000001,186.00000000000003,486210.0,486306.0,186.0,Priority
1892,B6T0000000716,486120.0,0.0455,10,22,12,6,90.00000000000001,186.00000000000003,486396.0,486492.0,372.0,Priority
3504,B6T0000000505,488100.0,0.012,23,40,11,6,188.00000000000009,382.0000000000001,488288.0,488482.0,382.0,Priority
1854,B6T0000001858,488340.0,0.0482,8,6,11,6,27.0,60.0,488509.0,488542.0,202.0,Priority
1855,B6T0000001858,488340.0,0.0482,8,6,11,6,27.0,60.0,488569.0,488602.0,262.0,Priority
1856,B6T0000001858,488340.0,0.0482,8,6,12,6,27.0,60.0,488629.0,488662.0,322.0,Priority
1857,B6T0000001858,488340.0,0.0482,8,6,12,6,27.0,60.0,488689.0,488722.0,382.0,Priority
3505,B6T0000000505,488100.0,0.012,23,40,11,6,188.00000000000009,382.0000000000001,488910.0,489104.0,1004.0,Priority
3260,B6T0000000607,517740.0,0.0151,38,17,11,6,126.0,258.0,517866.0,517998.0,258.0,Priority
2085,B6T0000001407,517860.0,0.0405,10,6,11,6,31.0,68.0,518029.0,518066.0,206.0,Priority
2586,B6T0000000543,517860.0,0.0262,21,20,12,6,104.0,214.0,518170.0,518280.0,420.0,Priority
2589,B6T0000000543,517860.0,0.0262,21,20,12,6,104.0,214.0,518384.0,518494.0,634.0,Priority
2978,B6T0000001825,517980.0,0.0194,30,1,12,6,61.0,128.0,518555.0,518622.0,642.0,Priority
2979,B6T0000001825,517980.0,0.0194,30,1,12,6,61.0,128.0,518683.0,518750.0,770.0,Priority
3261,B6T0000000607,517740.0,0.0151,38,17,11,6,126.0,258.0,518876.0,519008.0,1268.0,Priority
1288,B6T0000001854,518880.0,0.084,4,7,11,6,21.0,48.0,519029.0,519056.0,176.0,Priority
1287,B6T0000001854,518880.0,0.084,4,7,11,6,21.0,48.0,519077.0,519104.0,224.0,Priority
414,B6T0000000050,519060.0,0.1901,3,44,11,6,165.50000000000009,337.00000000000017,519269.5,519441.0,381.0,Priority
425,B6T0000000050,519060.0,0.1901,3,44,11,6,165.50000000000009,337.00000000000017,519606.5,519778.0,718.0,Priority
424,B6T0000000050,519060.0,0.1901,3,44,12,6,165.50000000000009,337.00000000000017,519943.5,520115.0,1055.0,Priority
415,B6T0000000050,519060.0,0.1901,3,44,12,6,165.50000000000009,337.00000000000017,520280.5,520452.0,1392.0,Priority
1286,B6T0000001854,518880.0,0.084,4,7,12,6,21.0,48.0,520473.0,520500.0,1620.0,Priority
1027,B6T0000001975,520500.0,0.109,6,1,11,6,13.000000000000002,32.0,520513.0,520532.0,32.0,Priority
1028,B6T0000001975,520500.0,0.109,6,1,11,6,13.000000000000002,32.0,520545.0,520564.0,64.0,Priority
1029,B6T0000001975,520500.0,0.109,6,1,12,6,13.000000000000002,32.0,520577.0,520596.0,96.0,Priority
1030,B6T0000001975,520500.0,0.109,6,1,12,6,13.000000000000002,32.0,520609.0,520628.0,128.0,Priority
1285,B6T0000001854,518880.0,0.084,4,7,12,6,21.0,48.0,520649.0,520676.0,1796.0,Priority
2037,B6T0000000707,520200.0,0.0413,20,14,11,6,78.0,162.0,520754.0,520838.0,638.0,Priority
2042,B6T0000000707,520200.0,0.0413,20,14,11,6,78.0,162.0,520916.0,521000.0,800.0,Priority
2039,B6T0000000707,520200.0,0.0413,20,14,12,6,78.0,162.0,521078.0,521162.0,962.0,Priority
2040,B6T0000000707,520200.0,0.0413,20,14,12,6,78.0,162.0,521240.0,521324.0,1124.0,Priority
607,B6T0000000247,521280.0,0.1761,2,45,11,6,168.50000000000009,343.00000000000017,521492.5,521667.0,387.0,Priority
606,B6T0000000247,521280.0,0.1761,2,45,11,6,168.50000000000009,343.00000000000017,521835.5,522010.0,730.0,Priority
605,B6T0000000247,521280.0,0.1761,2,45,12,6,168.50000000000009,343.00000000000017,522178.5,522353.0,1073.0,Priority
604,B6T0000000247,521280.0,0.1761,2,45,12,6,168.50000000000009,343.00000000000017,522521.5,522696.0,1416.0,Priority
3280,B6T0000001055,519360.0,0.0148,17,38,11,6,168.00000000000006,342.0000000000001,522864.0,523038.0,3678.0,Priority
3281,B6T0000001055,519360.0,0.0148,17,38,11,6,168.00000000000006,342.0000000000001,523206.0,523380.0,4020.0,Priority
3589,B6T0000001762,519180.0,0.0113,53,1,12,6,107.0,220.00000000000003,523487.0,523600.0,4420.0,Priority
3588,B6T0000001762,519180.0,0.0113,53,1,12,6,107.0,220.00000000000003,523707.0,523820.0,4640.0,Priority
2346,B6T0000000619,524640.0,0.0327,8,29,11,6,114.0,234.00000000000003,524754.0,524874.0,234.0,Priority
2348,B6T0000000619,524640.0,0.0327,8,29,11,6,114.0,234.00000000000003,524988.0,525108.0,468.0,Priority
2349,B6T0000000619,524640.0,0.0327,8,29,12,6,114.0,234.00000000000003,525222.0,525342.0,702.0,Priority
2344,B6T0000000619,524640.0,0.0327,8,29,12,6,114.0,234.00000000000003,525456.0,525576.0,936.0,Priority
2184,B6T0000001469,530640.0,0.0369,11,7,12,6,35.0,76.0,530675.0,530716.0,76.0,Priority
2187,B6T0000001469,530640.0,0.0369,11,7,12,6,35.0,76.0,530751.0,530792.0,152.0,Priority
3647,B6T0000001604,536460.0,0.011,54,3,11,6,113.0,232.0,536573.0,536692.0,232.0,Priority
